token,count_target,count_other,rate_target_per1k,rate_other_per1k,diff_per1k
老,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
寧,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
聞,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
空,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
簡,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
膽,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
樂,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
欲,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
門,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
意,2,6,1.0775862068965516,1.201923076923077,-0.12433687002652549
上,6,17,3.2327586206896552,3.405448717948718,-0.1726900972590628
繪,3,9,1.6163793103448276,1.8028846153846154,-0.1865053050397878
入,3,9,1.6163793103448276,1.8028846153846154,-0.1865053050397878
長,3,9,1.6163793103448276,1.8028846153846154,-0.1865053050397878
雲,4,12,2.155172413793103,2.403846153846154,-0.24867374005305098
花,4,12,2.155172413793103,2.403846153846154,-0.24867374005305098
眼,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
禮,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
登,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
環,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
着,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
經,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
象,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
華,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
齊,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
孤,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
物,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
屬,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
晩,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
寀,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
邊,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
運,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
若,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
松,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
宜,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
歡,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
存,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
署,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
燭,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
臭,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
外,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
肅,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
惟,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
咫,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
迹,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
儀,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
逢,1,4,0.5387931034482758,0.8012820512820512,-0.2624889478337754
風,14,39,7.543103448275862,7.8125,-0.2693965517241379
良,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
作,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
常,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
已,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
頻,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
凜,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
盟,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
腸,2,7,1.0775862068965516,1.4022435897435896,-0.32465738284703805
共,9,26,4.849137931034483,5.208333333333333,-0.35919540229884994
馬,6,18,3.2327586206896552,3.605769230769231,-0.3730106100795756
公,3,10,1.6163793103448276,2.003205128205128,-0.38682581786030057
歲,3,10,1.6163793103448276,2.003205128205128,-0.38682581786030057
恩,3,10,1.6163793103448276,2.003205128205128,-0.38682581786030057
北,3,10,1.6163793103448276,2.003205128205128,-0.38682581786030057
鶚,1,5,0.5387931034482758,1.001602564102564,-0.4628094606542883
密,1,5,0.5387931034482758,1.001602564102564,-0.4628094606542883
鳴,1,5,0.5387931034482758,1.001602564102564,-0.4628094606542883
動,1,5,0.5387931034482758,1.001602564102564,-0.4628094606542883
形,1,5,0.5387931034482758,1.001602564102564,-0.4628094606542883
蓮,1,5,0.5387931034482758,1.001602564102564,-0.4628094606542883
