token,count_a,count_b,log_odds,z
膽,4,4,0.5934474009302599,0.9539770152700419
契,14,21,0.28211236858764455,0.9371314537594766
傳,10,14,0.3345002938000974,0.9235687637323501
趁,3,3,0.5932635708653615,0.8259124106610871
故,3,3,0.5932635708653615,0.8259124106610871
聊,3,3,0.5932635708653615,0.8259124106610871
動,3,3,0.5932635708653615,0.8259124106610871
年,10,15,0.2816843280549213,0.7908189265181821
前,6,8,0.3714662237334849,0.78509660033606
照,6,8,0.3714662237334849,0.78509660033606
成,6,8,0.3714662237334849,0.78509660033606
南,4,5,0.42087548281607745,0.7149468295722698
情,4,5,0.42087548281607745,0.7149468295722698
評,4,5,0.42087548281607745,0.7149468295722698
上,9,14,0.25385794585230315,0.6820708631219667
期,5,7,0.33388936351343457,0.6518689858229272
路,5,7,0.33388936351343457,0.6518689858229272
須,13,22,0.1902891522968453,0.6270222297026862
開,7,11,0.24594386722861472,0.584201395941625
飛,3,4,0.37106944871481584,0.5545541594829396
紅,3,4,0.37106944871481584,0.5545541594829396
好,3,4,0.37106944871481584,0.5545541594829396
手,3,4,0.37106944871481584,0.5545541594829396
端,3,4,0.37106944871481584,0.5545541594829396
塵,3,4,0.37106944871481584,0.5545541594829396
笑,3,4,0.37106944871481584,0.5545541594829396
西,3,4,0.37106944871481584,0.5545541594829396
堂,3,4,0.37106944871481584,0.5545541594829396
他,9,15,0.2015166798358301,0.5504800335739928
選,9,15,0.2015166798358301,0.5504800335739928
然,4,6,0.2810447131465983,0.49902210669845926
群,4,6,0.2810447131465983,0.49902210669845926
雲,6,10,0.20127450400533498,0.448924913590722
着,2,3,0.2808321574160493,0.3525950441152715
節,2,3,0.2808321574160493,0.3525950441152715
眼,2,3,0.2808321574160493,0.3525950441152715
齊,2,3,0.2808321574160493,0.3525950441152715
微,2,3,0.2808321574160493,0.3525950441152715
華,2,3,0.2808321574160493,0.3525950441152715
罷,2,3,0.2808321574160493,0.3525950441152715
寀,2,3,0.2808321574160493,0.3525950441152715
肅,2,3,0.2808321574160493,0.3525950441152715
存,2,3,0.2808321574160493,0.3525950441152715
至,2,3,0.2808321574160493,0.3525950441152715
松,2,3,0.2808321574160493,0.3525950441152715
儀,2,3,0.2808321574160493,0.3525950441152715
耐,2,3,0.2808321574160493,0.3525950441152715
到,2,3,0.2808321574160493,0.3525950441152715
運,2,3,0.2808321574160493,0.3525950441152715
孤,2,3,0.2808321574160493,0.3525950441152715
意,3,5,0.20103291151002445,0.31705682572032357
聞,3,5,0.20103291151002445,0.31705682572032357
集,3,5,0.20103291151002445,0.31705682572032357
去,3,5,0.20103291151002445,0.31705682572032357
堪,3,5,0.20103291151002445,0.31705682572032357
