token,count_a,count_b,log_odds,z
看,5,16,0.21991861311060745,0.5235921402935141
天,6,20,0.19268136939861602,0.5075882356753837
聖,3,9,0.26341940509474604,0.47821310444208776
論,3,9,0.26341940509474604,0.47821310444208776
處,3,9,0.26341940509474604,0.47821310444208776
嚴,3,9,0.26341940509474604,0.47821310444208776
期,3,9,0.26341940509474604,0.47821310444208776
石,3,9,0.26341940509474604,0.47821310444208776
當,3,9,0.26341940509474604,0.47821310444208776
入,3,9,0.26341940509474604,0.47821310444208776
交,3,9,0.26341940509474604,0.47821310444208776
玉,4,13,0.2093551513269034,0.44751665858755996
爲,5,17,0.17938131121435408,0.4334881444252152
樂,2,6,0.26325568042814584,0.39021668014563937
取,2,6,0.26325568042814584,0.39021668014563937
膽,2,6,0.26325568042814584,0.39021668014563937
望,2,6,0.26325568042814584,0.39021668014563937
欲,2,6,0.26325568042814584,0.39021668014563937
衆,2,6,0.26325568042814584,0.39021668014563937
豈,2,6,0.26325568042814584,0.39021668014563937
堪,2,6,0.26325568042814584,0.39021668014563937
月,2,6,0.26325568042814584,0.39021668014563937
大,2,6,0.26325568042814584,0.39021668014563937
際,2,6,0.26325568042814584,0.39021668014563937
方,3,10,0.19229789915841788,0.3582047705996463
禁,3,10,0.19229789915841788,0.3582047705996463
還,3,10,0.19229789915841788,0.3582047705996463
立,3,10,0.19229789915841788,0.3582047705996463
分,7,26,0.12159185240157466,0.3553894743014807
來,4,14,0.16011353657453054,0.34856638181550104
白,7,27,0.09725151010211608,0.2869516685321941
成,3,11,0.1296077214499496,0.24719662826489996
曾,3,11,0.1296077214499496,0.24719662826489996
參,2,7,0.15989467184086958,0.24613673891121
妨,2,7,0.15989467184086958,0.24613673891121
詩,2,7,0.15989467184086958,0.24613673891121
向,2,7,0.15989467184086958,0.24613673891121
盛,2,7,0.15989467184086958,0.24613673891121
虛,2,7,0.15989467184086958,0.24613673891121
秋,2,7,0.15989467184086958,0.24613673891121
年,5,20,0.07393792533878774,0.18608194299606265
高,5,20,0.07393792533878774,0.18608194299606265
畫,7,29,0.051898591420050266,0.1559303382535494
新,3,12,0.07382776409805736,0.14392369917460426
應,3,12,0.07382776409805736,0.14392369917460426
尋,2,8,0.07377280654002316,0.11742573118699118
將,2,8,0.07377280654002316,0.11742573118699118
心,8,34,0.035959710599231975,0.11625791839772494
同,7,30,0.03072657629645814,0.09312299104398448
存,1,4,0.07371793077921485,0.08297076721914509
小,1,4,0.07371793077921485,0.08297076721914509
眼,1,4,0.07371793077921485,0.08297076721914509
禮,1,4,0.07371793077921485,0.08297076721914509
陽,1,4,0.07371793077921485,0.08297076721914509
獻,1,4,0.07371793077921485,0.08297076721914509
儀,1,4,0.07371793077921485,0.08297076721914509
却,1,4,0.07371793077921485,0.08297076721914509
着,1,4,0.07371793077921485,0.08297076721914509
誠,1,4,0.07371793077921485,0.08297076721914509
荷,1,4,0.07371793077921485,0.08297076721914509
登,1,4,0.07371793077921485,0.08297076721914509
元,1,4,0.07371793077921485,0.08297076721914509
華,1,4,0.07371793077921485,0.08297076721914509
署,1,4,0.07371793077921485,0.08297076721914509
肅,1,4,0.07371793077921485,0.08297076721914509
傑,1,4,0.07371793077921485,0.08297076721914509
載,1,4,0.07371793077921485,0.08297076721914509
齊,1,4,0.07371793077921485,0.08297076721914509
宇,1,4,0.07371793077921485,0.08297076721914509
對,4,17,0.03584812400328641,0.08195166661994104
生,4,17,0.03584812400328641,0.08195166661994104
從,3,13,0.023799588055269716,0.04735407246993978
時,11,49,0.006895257712135283,0.026458551754348292
摠,2,9,0.0006522774547006449,0.001070061902786081
留,2,9,0.0006522774547006449,0.001070061902786081
府,2,9,0.0006522774547006449,0.001070061902786081
疏,2,9,0.0006522774547006449,0.001070061902786081
在,2,9,0.0006522774547006449,0.001070061902786081
托,2,9,0.0006522774547006449,0.001070061902786081
神,2,9,0.0006522774547006449,0.001070061902786081
誰,3,14,-0.02137810770241355,-0.04336144515970842
賢,3,14,-0.02137810770241355,-0.04336144515970842
聊,1,5,-0.06231158373173784,-0.07430798445131903
唯,1,5,-0.06231158373173784,-0.07430798445131903
出,1,5,-0.06231158373173784,-0.07430798445131903
結,1,5,-0.06231158373173784,-0.07430798445131903
趁,1,5,-0.06231158373173784,-0.07430798445131903
仍,1,5,-0.06231158373173784,-0.07430798445131903
雪,1,5,-0.06231158373173784,-0.07430798445131903
毋,1,5,-0.06231158373173784,-0.07430798445131903
少,1,5,-0.06231158373173784,-0.07430798445131903
密,1,5,-0.06231158373173784,-0.07430798445131903
歸,2,10,-0.062365430205994166,-0.10517817050898244
