token,count_a,count_b,log_odds,z
前,16,35,0.16474703205964847,0.5722481562432167
方,13,28,0.1788225386630078,0.5582751917968679
亭,7,14,0.24637995195603057,0.5565765032061721
陳,7,14,0.24637995195603057,0.5565765032061721
一,63,152,0.07613159682435011,0.5341991567063906
猶,12,26,0.17338830209482747,0.5206489909863677
謀,6,12,0.24635073189751555,0.515228601632134
陽,6,12,0.24635073189751555,0.515228601632134
故,6,12,0.24635073189751555,0.515228601632134
興,9,19,0.19701745492904088,0.5098602861599866
然,9,19,0.19701745492904088,0.5098602861599866
尊,9,19,0.19701745492904088,0.5098602861599866
古,21,48,0.12483358479251727,0.5007936917541129
西,11,24,0.1670147427933255,0.4807821712212614
里,5,10,0.24632151880403885,0.47028143815036866
朱,5,10,0.24632151880403885,0.47028143815036866
席,8,17,0.19100962879249916,0.4666162291329866
載,8,17,0.19100962879249916,0.4666162291329866
事,52,126,0.0721136119986987,0.4600669625403634
賢,15,34,0.13234977293543615,0.4480451193849414
先,10,22,0.15943352077299355,0.4382732905355259
至,4,8,0.24629231267309581,0.4205826316692738
推,4,8,0.24629231267309581,0.4205826316692738
寫,4,8,0.24629231267309581,0.4205826316692738
展,4,8,0.24629231267309581,0.4205826316692738
卑,4,8,0.24629231267309581,0.4205826316692738
賜,4,8,0.24629231267309581,0.4205826316692738
發,4,8,0.24629231267309581,0.4205826316692738
覆,4,8,0.24629231267309581,0.4205826316692738
封,4,8,0.24629231267309581,0.4205826316692738
間,12,27,0.1390129234002968,0.4203497459807333
托,12,27,0.1390129234002968,0.4203497459807333
陰,7,15,0.18335392334352196,0.41964196653044844
千,14,32,0.12472247464554265,0.40853239228296073
寒,14,32,0.12472247464554265,0.40853239228296073
得,16,37,0.11416226762685966,0.40061091545150923
留,11,25,0.12985477197812578,0.3766340060551422
色,6,13,0.17325977060142783,0.3678815219284598
仍,6,13,0.17325977060142783,0.3678815219284598
雨,13,30,0.11600929442108576,0.3668091450167449
歲,17,40,0.09842718390577154,0.35714585895041984
今,19,45,0.09249843972881333,0.3552481737532431
飛,8,18,0.13894285116055727,0.3430411264516582
晩,10,23,0.11899779945591948,0.329799849601283
金,28,68,0.06983080088138216,0.32704257630952727
勝,26,63,0.07186739827183253,0.32420575803784574
重,22,53,0.07708026222629627,0.3195257878504731
眞,14,33,0.09676981694294895,0.3187499645336448
昭,5,11,0.15933426473214052,0.30971308239499923
齊,5,11,0.15933426473214052,0.30971308239499923
但,5,11,0.15933426473214052,0.30971308239499923
憂,5,11,0.15933426473214052,0.30971308239499923
稀,5,11,0.15933426473214052,0.30971308239499923
蒼,5,11,0.15933426473214052,0.30971308239499923
王,7,16,0.12461156236908622,0.2886191353904892
足,7,16,0.12461156236908622,0.2886191353904892
情,19,46,0.072559068895238,0.2797728743281965
笑,9,21,0.10591828784528623,0.27921581276424934
懷,9,21,0.10591828784528623,0.27921581276424934
歡,9,21,0.10591828784528623,0.27921581276424934
石,11,26,0.0942367790476446,0.2752826634094843
當,15,36,0.08043702146001319,0.27514279870641856
還,15,36,0.08043702146001319,0.27514279870641856
誰,13,31,0.08624619441037673,0.2743252454026695
彩,4,9,0.13887284964128987,0.24244449794785303
關,4,9,0.13887284964128987,0.24244449794785303
身,14,34,0.06970246973330241,0.23082903770891733
民,6,14,0.10587748848542411,0.2278909398307762
物,6,14,0.10587748848542411,0.2278909398307762
未,12,29,0.0741350165655712,0.2270962600269015
幅,8,19,0.08985210732517412,0.22403260665590222
白,28,70,0.04355082165479729,0.20502002514126472
世,17,42,0.054194901293937114,0.1983767462905816
忘,13,32,0.05748659747755447,0.18389178122775696
離,7,17,0.06963848094815628,0.16307093669348863
拚,3,7,0.10583672057432647,0.161081181053529
傑,3,7,0.10583672057432647,0.161081181053529
材,3,7,0.10583672057432647,0.161081181053529
求,3,7,0.10583672057432647,0.161081181053529
便,3,7,0.10583672057432647,0.161081181053529
車,3,7,0.10583672057432647,0.161081181053529
雅,3,7,0.10583672057432647,0.161081181053529
孤,3,7,0.10583672057432647,0.161081181053529
藏,3,7,0.10583672057432647,0.161081181053529
吏,3,7,0.10583672057432647,0.161081181053529
待,5,12,0.08033221494881992,0.15864678821986647
收,5,12,0.08033221494881992,0.15864678821986647
若,5,12,0.08033221494881992,0.15864678821986647
自,23,58,0.0356870322793128,0.1524969127661374
隨,8,20,0.04343480658263932,0.10929588200059305
二,8,20,0.04343480658263932,0.10929588200059305
靑,25,64,0.02207727977131224,0.09861792915439967
聯,13,33,0.029669251999061785,0.09542715786729666
八,6,15,0.043423239067500674,0.0946278024445516
臨,6,15,0.043423239067500674,0.0946278024445516
直,11,28,0.027177841797305646,0.08044809182736685
都,4,10,0.043411677712989594,0.07724270595662565
晴,4,10,0.043411677712989594,0.07724270595662565
豈,9,23,0.023597136192676338,0.06322488223708993
舊,14,36,0.018024402092139624,0.06029834535566138
餘,12,31,0.013853314877730227,0.042941489694058546
識,5,13,0.008047345384197158,0.016119814426188667
問,5,13,0.008047345384197158,0.016119814426188667
獨,5,13,0.008047345384197158,0.016119814426188667
詩,16,42,-0.0005685449053514091,-0.0020406754161936057
錦,3,8,-0.014728250045804359,-0.022953682927945942
師,3,8,-0.014728250045804359,-0.022953682927945942
素,3,8,-0.014728250045804359,-0.022953682927945942
輸,3,8,-0.014728250045804359,-0.022953682927945942
況,3,8,-0.014728250045804359,-0.022953682927945942
程,3,8,-0.014728250045804359,-0.022953682927945942
音,3,8,-0.014728250045804359,-0.022953682927945942
仁,3,8,-0.014728250045804359,-0.022953682927945942
宿,3,8,-0.014728250045804359,-0.022953682927945942
肺,3,8,-0.014728250045804359,-0.022953682927945942
向,6,16,-0.014734340475011543,-0.03247483315241256
四,9,24,-0.014740435943424224,-0.039789839256063546
北,7,19,-0.03064071993929307,-0.07316795571057347
成,13,35,-0.02335724364521763,-0.07590232535750684
道,13,35,-0.02335724364521763,-0.07590232535750684
絶,4,11,-0.04235551672749782,-0.07662887480312486
聽,4,11,-0.04235551672749782,-0.07662887480312486
投,4,11,-0.04235551672749782,-0.07662887480312486
詠,4,11,-0.04235551672749782,-0.07662887480312486
池,4,11,-0.04235551672749782,-0.07662887480312486
輕,4,11,-0.04235551672749782,-0.07662887480312486
爲,22,59,-0.019870945628606584,-0.08394556015102735
愧,5,14,-0.058509642000583284,-0.11871593538019864
集,5,14,-0.058509642000583284,-0.11871593538019864
追,5,14,-0.058509642000583284,-0.11871593538019864
鳴,5,14,-0.058509642000583284,-0.11871593538019864
翩,5,14,-0.058509642000583284,-0.11871593538019864
開,18,49,-0.03331334662090857,-0.1276281755714243
英,12,33,-0.04240304666830941,-0.13287404414820556
湖,9,25,-0.051400329478714646,-0.13973017375455893
塵,9,25,-0.051400329478714646,-0.13973017375455893
在,16,44,-0.04242685166955518,-0.15351586551493618
迹,6,17,-0.0691131100441007,-0.1539258952438962
却,6,17,-0.0691131100441007,-0.1539258952438962
草,6,17,-0.0691131100441007,-0.1539258952438962
宜,6,17,-0.0691131100441007,-0.1539258952438962
忠,6,17,-0.0691131100441007,-0.1539258952438962
把,6,17,-0.0691131100441007,-0.1539258952438962
已,13,36,-0.048664221732624746,-0.15891122970835447
見,10,28,-0.05855107045552188,-0.16800856219355972
照,10,28,-0.05855107045552188,-0.16800856219355972
口,3,9,-0.12009013436086757,-0.1909629992814283
斷,3,9,-0.12009013436086757,-0.1909629992814283
俎,3,9,-0.12009013436086757,-0.1909629992814283
半,3,9,-0.12009013436086757,-0.1909629992814283
邦,3,9,-0.12009013436086757,-0.1909629992814283
號,3,9,-0.12009013436086757,-0.1909629992814283
解,3,9,-0.12009013436086757,-0.1909629992814283
五,12,34,-0.06917223092894087,-0.217870300444383
勤,4,12,-0.12010778137587153,-0.22053748087924696
燕,4,12,-0.12010778137587153,-0.22053748087924696
工,4,12,-0.12010778137587153,-0.22053748087924696
親,9,26,-0.08651346220999478,-0.23676453227041175
蘭,20,56,-0.058634103668980586,-0.2379369356651738
莫,13,37,-0.07322559862827216,-0.24023971775477435
接,5,15,-0.12012543358426431,-0.24660463750776326
使,5,15,-0.12012543358426431,-0.24660463750776326
萬,10,29,-0.08995727867356518,-0.2596755123190329
只,6,18,-0.12014309098834186,-0.2701815540212867
功,6,18,-0.12014309098834186,-0.2701815540212867
丹,11,32,-0.0927676084569482,-0.28100749609699294
長,15,43,-0.07967736899681821,-0.28113968201101447
九,7,21,-0.12016075359040013,-0.2918723349185964
摠,8,24,-0.12017842139273771,-0.3120705292969673
公,13,38,-0.09708095927816185,-0.319951236183348
碧,3,10,-0.21344575923120956,-0.34540168949347166
敢,3,10,-0.21344575923120956,-0.34540168949347166
覺,3,10,-0.21344575923120956,-0.34540168949347166
叨,3,10,-0.21344575923120956,-0.34540168949347166
煙,3,10,-0.21344575923120956,-0.34540168949347166
細,3,10,-0.21344575923120956,-0.34540168949347166
力,4,13,-0.19112462449981038,-0.3556435386207438
太,4,13,-0.19112462449981038,-0.3556435386207438
柏,4,13,-0.19112462449981038,-0.3556435386207438
義,5,16,-0.17743588985419834,-0.36819888102788745
通,5,16,-0.17743588985419834,-0.36819888102788745
形,6,19,-0.16818526343331808,-0.3816507034612606
經,6,19,-0.16818526343331808,-0.3816507034612606
首,7,22,-0.16151726586440862,-0.39539050598549985
思,7,22,-0.16151726586440862,-0.39539050598549985
國,8,25,-0.1564843224215,-0.40913114720085825
繪,9,28,-0.1525519370991626,-0.4227304976612549
流,24,70,-0.09527089397439337,-0.4264640823914213
將,12,37,-0.1446469026535233,-0.46214123696814075
高,19,57,-0.12037311109558413,-0.4817120992559953
鳳,4,14,-0.2564034563604398,-0.48293337356061394
命,4,14,-0.2564034563604398,-0.48293337356061394
庭,4,14,-0.2564034563604398,-0.48293337356061394
尺,4,14,-0.2564034563604398,-0.48293337356061394
聊,4,14,-0.2564034563604398,-0.48293337356061394
奇,4,14,-0.2564034563604398,-0.48293337356061394
偏,5,17,-0.23096227591495477,-0.4840716433338987
府,5,17,-0.23096227591495477,-0.4840716433338987
規,3,11,-0.29708411117897615,-0.4882467811227837
夕,3,11,-0.29708411117897615,-0.4882467811227837
由,3,11,-0.29708411117897615,-0.4882467811227837
偶,3,11,-0.29708411117897615,-0.4882467811227837
遺,3,11,-0.29708411117897615,-0.4882467811227837
暮,3,11,-0.29708411117897615,-0.4882467811227837
回,8,26,-0.19124216075737266,-0.5032652194010522
圖,21,63,-0.12040857709678221,-0.5065803510777197
霞,2,8,-0.3726358775667853,-0.5070388543155903
死,2,8,-0.3726358775667853,-0.5070388543155903
迥,2,8,-0.3726358775667853,-0.5070388543155903
